#a,b,c,d,COFUNCION,CODECOPART,g,Descripción,Inicial,j,Modificación,Actual,O
,,,,2311,22700,,LIMPIEZA EDIFICIO C.A.T,7741.92,,0,7741.92,3870.96
,,,,2311,22798,,ACTIVIDADES EQUITACION TEMPRANA PsPs Nº 9,5000,,2400,7400,2400.0
,,,,2311,22799,,SERVICIO FISIOTERAPIA C.A.T.,25011,,0,25011,8674.0
,,,,2311,13100,,PERSONAL LABORAL TEMPORAL C.ATENCION TEMPRANA,39494,,0,39494,27717.2
,,,,2311,62501,,INVERSIONES CENTRO ATT. TEMPRANA COVID-19,0,,0,0,0.0
,,,,2312,22000,,"MATERIAL FUNGIBLE C.E.D. ""LAS SALINAS""",500,,126.61,626.61,126.61
,,,,2312,22601,,"OBSEQUIOS USUARIOS C.E.D. ""LAS SALINAS""",1400,,0,1400,0.0
,,,,2312,22700,,LIMPIEZA EDIFICIO C.E.D. SALINAS,15276.49,,0,15276.49,7638.24
,,,,2312,22795,,"CTO. SERV. CATERING C.E.D. ""LAS SALINAS""",47863.2,,0,47863.2,2032.8
,,,,2312,22799,,"CTO. SERVICIO GESTION C.E.D. ""LAS SALINAS""",311338.76,,0,311338.76,162079.01
,,,,2312,21300,,"MTO. C.E.D. ""LAS SALINAS""",300,,0,300,53.74
,,,,2312,21400,,"MANTENIMIENTO VEHICULO C.E.D. ""LAS SALINAS""",500,,0,500,0.0
,,,,2312,62505,,"EQUIPAMIENTO C.E.D. ""LAS SALINAS""",3000,,4018.06,7018.06,2240.48
,,,,2313,22601,,OBSEQUIOS USUARIOS C.E.D. MAYORES,1500,,0,1500,0.0
,,,,2313,22700,,LIMPIEZA EDIFICIO C.E.D. MAYORES,21692.04,,0,21692.04,10846.02
,,,,2313,22799,,GESTION Y MANUNTENCION C.E.D. DE MAYORES,285000,,18014.03,303014.03,172829.45
,,,,2313,62500,,EQUIPAMIENTO C.E.D DE MAYORES,3000,,0,3000,272.25
,,,,2313,63210,,REFORMA PTA. ALTA Y COCINA C.E.D. DE MAYORES,0,,49000,49000,0.0
,,,,2313,21200,,MTO. C.E.D MAYORES,400,,0,400,0.0
,,,,2313,21300,,MTO. MAQUINARIA C.E.D. MAYORES,300,,0,300,0.0
,,,,2313,21400,,MANTENIMIENTO VEHICULO C.E.D. DE MAYORES,500,,0,500,0.0
,,,,2313,22000,,MATERIAL FUNGIBLE C.E.D. MAYORES,500,,0,500,0.0
,,,,2313,22103,,COMBUSTIBLE CALEFACCION C.E.D. MAYORES,350,,0,350,152.59
,,,,2314,22799,,TALLERES CONCEJALIA MAYORES,5000,,0,5000,0.0
,,,,2314,21200,,MANTENIMIENTO CENTRO DE MAYORES,2000,,0,2000,37.16
,,,,2314,22001,,PRENSA Y REVISTA CENTRO MAYORES,900,,0,900,195.72
,,,,2314,22606,,TALLER ESTIMULACION COGNITIVA PsPs Nº 7,1200,,0,1200,0.0
,,,,2314,22698,,ACTUACIONES Y ACTIVIDADES CENTRO DE MAYORES,2000,,0,2000,0.0
,,,,2314,22699,,GTOS. DIVERSOS CENTRO MAYORES,500,,0,500,0.0
,,,,2314,22700,,LIMPIEZA EDIFICIO PERSONAS MAYORES,20000,,0,20000,3867.18
,,,,2314,22701,,ORGANIZ. CENTRO MAYORES - CONSERJE,7000,,0,7000,0.0
,,,,2314,22000,,MATERIAL OFICINA CENTRO DE MAYORES,400,,0,400,0.0
,,,,2314,24000,,"EDICION DE FOLLETOS, CARTELES Y OTROS MAYORES",300,,0,300,415.64
,,,,2314,62500,,EQUIPAMIENTO CENTRO DE MAYORES,1000,,0,1000,550.97
,,,,2315,22606,,TALLERES OCUPAC. CENTRO ATT. PSICOSOCIAL,1000,,0,1000,1000.0
,,,,2315,62500,,EQUIPAMIENTO CENTRO ATT. PSICOSOCIAL,2000,,0,2000,0.0
,,,,2315,22799,,CTO. SERV. CENTRO ATENCION PSICOSOCIAL,88078.53,,0,88078.53,58718.96
,,,,2315,21400,,MTO. VEHICULO CENTRO ATENC. PSICOSOCIAL,1000,,0,1000,0.0
,,,,2315,21200,,MANTENIMIENTO CENTRO ATT. PSICOSOCIAL,100,,0,100,0.0
,,,,2315,62310,,CLIMATIZACION CENTRO MPAL. DE ATENCION PSICOSOCIAL,0,,5500,5500,0.0
,,,,2315,22699,,GASTOS DIVERSOS CENTRO ATT. PSICOSOCIAL,400,,0,400,0.0
,,,,2316,22601,,OBSEQUIOS Y OTROS CONCEJALIA IGUALDAD,1500,,0,1500,0.0
,,,,2316,48001,,PREMIOS DIA INTERNAC. DE LA MUJER,0,,400,400,300.0
,,,,2316,22698,,DIAS INTERNAC. DE LA MUJER Y CONTRA VIOLENC. GENER,5500,,0,5500,289.26
,,,,2411,62500,,EQUIPAMIENTO EMPLEO,1000,,0,1000,0.0
,,,,2411,48001,,"CUOTA PARTICIPACION ""ASOC. INTEGRAL""",12285.66,,0,12285.66,0.0
,,,,2411,48000,,CUOTA SECCION VILLAS TERMALES,1000,,0,1000,0.0
,,,,2411,22700,,LIMPIEZA EDIFICIOS EMPLEO,9791.88,,0,9791.88,4895.94
,,,,2411,22699,,GTOS. CORRIENTES EMPLEO,1900,,0,1900,50.0
,,,,2411,22606,,ACCIONES FORMATIVAS COLABOR. CON S.E.F.,4000,,0,4000,0.0
,,,,2411,22601,,ATENCIONES PROTOCOLARIAS CONCEJALIA EMPLEO,150,,0,150,0.0
,,,,2411,22100,,ENERGIA ELECTRICA EDIFICIOS EMPLEO,3500,,0,3500,1748.6
,,,,2411,22000,,MATERIAL DE OFICINA EMPLEO,950,,0,950,173.27
,,,,2411,16001,,SEGURIDAD SOCIAL PERSONAL LABORAL EMPLEO,5565.47,,0,5565.47,3246.53
,,,,2411,16000,,SEGURIDAD SOCIAL FUNCIONARIOS EMPLEO,39149.13,,0,39149.13,30594.01
,,,,2411,15000,,PRODUCTIVIDAD FUNCIONARIOS EMPLEO,6087.26,,0,6087.26,7584.9
,,,,2411,14300,,RETRIB. FUNCIONARIOS INTERINOS EMPLEO,17752.7,,0,17752.7,9510.38
,,,,2411,12101,,COMPL. ESPECIFICO EMPLEO,41812.12,,0,41812.12,26852.57
,,,,2411,12100,,COMPLEMENTO DESTINO EMPLEO,36955.94,,0,36955.94,22998.18
,,,,2411,12004,,RETRIB. BASICAS EMPLEO-C2,11096.48,,0,11096.48,8888.12
,,,,2411,12001,,RETRIB. BASICAS EMPLEO-A2,54709.62,,0,54709.62,44174.0
,,,,2411,22609,,GASTOS DIVERSOS AGUAS MINEROM. Y BALNEARIO,900,,0,900,0.0
,,,,2411,21200,,MANTENIMIENTO EDIFICIO DE EMPLEO,0,,0,0,129.57
,,,,2412,15001,,PRODUCTIVIDAD LABORALES IGUALDAD,1022.44,,0,1022.44,4726.54
,,,,2412,13100,,PERSONAL LABORAL TEMPORAL IGUALDAD,35951.52,,0,35951.52,26473.46
,,,,2412,16003,,SEG. SOCIAL LAB. TEMP. CAVI-SUBVENCIONADO,29599.18,,0,29599.18,19418.13
,,,,2412,21200,,MANTENIMIENTO EDIFICIO VIVERO DE EMPRESAS,200,,0,200,0.0
,,,,2412,22000,,MATERIAL DE OFICINA IGUALDAD,800,,0,800,167.9
,,,,2412,22100,,ENERGIA ELECTRICA EDIFICIOS IGUALDAD,4700,,0,4700,2499.93
,,,,2412,22602,,PUBLICIDAD Y PROPAGANDA CONCEJ. IGUALDAD,300,,0,300,0.0
,,,,2412,22606,,CURSOS DE FORMACION IGUALDAD,9500,,-400,9100,150.0
,,,,2412,22696,,"""WALKIRIA"" MUEJERES EN SIT. VULNERABLE PsPs Nº 12",2700,,1800,4500,1840.0
,,,,2412,22697,,No Usar,0,,0,0,0.0
,,,,2412,22699,,GTOS. CORRIENTES IGUALDAD Y CAVI,500,,0,500,0.0
,,,,2412,22700,,LIMPIEZA EDIFICIO CAVI,14434.44,,0,14434.44,7217.22
,,,,2412,22706,,ELABORAC. Y PUESTA EN MARCHA PLAN IGUALDAD,3000,,6354,9354,2964.5
,,,,2412,24000,,EDICIONES Y PUBLICACIONES CONCEJ. IGUALDAD,500,,0,500,0.0
,,,,2412,62500,,EQUIPAMIENTO VIVERO DE EMPRESAS IGUALDAD,1000,,0,1000,0.0
,,,,2412,15101,,GRATIFICACIONES PERSONAL CAVI,0,,0,0,1359.43
,,,,2412,13102,,PERS. LAB. TEM. CAVI-SUBVENCIONADO 2021-2022,0,,0,0,0.0
,,,,2412,16002,,S.S. LAB. TEM. CAVI-SUBVENCIONADO 2021-2022,0,,0,0,0.0
,,,,2412,22695,,PACTO ESTADO CONTRA VIOLENCIA GENERO 21-22,0,,0,0,0.0
,,,,2412,22799,,PACTO ESTADO VIOLENCIA DE GENERO 20/21,0,,6714.78,6714.78,4380.64
,,,,2412,13000,,PERSONAL LABORAL FIJO IGUALDAD,8538.9,,0,8538.9,0.0
,,,,2412,15003,,PRODUCTIVIDAD PERSONAL SUBVENCIONADO CAVI,3067.33,,0,3067.33,0.0
,,,,2412,13101,,PERSONAL LAB. TEMP. CAVI-SUBVENCIONADO,90379.18,,0,90379.18,58934.94
,,,,2412,16001,,SEG. SOCIAL PERSONAL LABORAL IGUALDAD,14401.41,,0,14401.41,9010.85
,,,,311,22798,,MTO. Y ACTUALIZAC. MICROCHIPS COLEG. VETERINARIOS,800,,0,800,881.73
,,,,311,22797,,"CAPTURA, ESTERILIZAC. Y SUELTA DE GATOS",18000,,0,18000,11523.01
,,,,311,22199,,OTROS SUMINISTROS PROTECCION SALUBRIDAD,0,,0,0,1694.0
,,,,311,45000,,CONVENIO CARM TRANSPORTE ARRIXACA,0,,0,0,0.0
,,,,311,21300,,MANTENIMIENTO EQUIPOS DE SANIDAD,0,,0,0,0.0
,,,,311,22601,,ATENCIONES PROTOCOLARIAS SANIDAD,0,,2800,2800,1315.53
,,,,311,22799,,LIMPIEZA EDIFICIOS DE SANIDAD,0,,0,0,0.0
,,,,311,22106,,"MATERIAL SANITARIO FRENTE A ""COVID-19""",0,,2500,2500,6918.95
,,,,311,24000,,EDICION DE CARTELES Y FOLLETOS SANIDAD,400,,-400,0,0.0
,,,,311,22701,,"DESRATIZACION, DESINFECTACION Y DESINFECC. DDD",16625.4,,0,16625.4,11791.45
,,,,311,21200,,MANTENIMIENTO EDIFICIOS SANIDAD,0,,0,0,1421.75
,,,,311,22794,,LIMPIEZA Y DESINFECC. EN VIAS PUBL. Y ESPACIOS MUNICIPALES COVID-19,0,,100000,100000,14884.28
,,,,311,22300,,SERVICIO DE TRANSPORTE A LA ARRIXACA,60000,,0,60000,0.0
,,,,311,22602,,CAMPAÑAS INFORMATIVAS BIENESTAR ANIMAL,2000,,-1500,500,0.0
,,,,311,22606,,JORNADA COMER SANO EN LA COSTERA PsPs Nº 8,800,,0,800,0.0
,,,,311,22609,,TALLERES Y CHARLAS DIVULGATIVAS SANIDAD,900,,-900,0,0.0
,,,,311,22700,,LIMPIEZA EDIFICIOS SANIDAD,15000,,0,15000,3757.08
,,,,311,22795,,CONTROL DE LA AVIFAUNA,4416.6,,0,4416.6,1089.0
,,,,311,22796,,RECOGIDA Y CONTROL DE ANIMALES DE LA VIA PUBLICA,100000,,0,100000,42330.04
,,,,311,48000,,CONVENIO GESTIÓN AMBULANCIA CRUZ ROJA,60000,,0,60000,60000.0
,,,,320,21300,,MANTENIMIENTO MAQUINARIA Y OTROS DE EDUCACION,0,,0,0,3876.51
,,,,320,22706,,ESTUDIOS Y TRABAJOS TECNICOS EDUCACION,0,,0,0,6050.0
,,,,320,63200,,OBRAS Y EQUIPAMIENTOS EN COLEGIOS,10000,,5026.17,15026.17,6652.97
,,,,320,22700,,LIMPIEZA EDIFICIOS EDUCACION,500000,,0,500000,204645.0
,,,,320,22100,,ENERGIA ELECTRICA EDIFICIOS EDUCACION,85000,,0,85000,47789.75
,,,,320,21200,,MANTENIMIENTO COLEGIOS,9000,,0,9000,13758.83
,,,,320,16000,,SEGURIDAD SOCIAL FUNCIONARIOS EDUCACION,47094.23,,0,47094.23,44774.4
,,,,320,12004,,RETRIBUCIONES BASICAS EDUCACION-C2,5902.8,,-5000,902.8,0.0
,,,,320,12005,,RETRIB. BASICAS EDUCACION-E,69909.75,,0,69909.75,66501.76
,,,,320,12100,,COMPLEMENTO DESTINO EDUCACION,34320.56,,0,34320.56,25927.24
,,,,320,12101,,COMPLEMENTO ESPECIFICO EDUCACION,68594.69,,0,68594.69,52181.44
,,,,320,15000,,PRODUCTIVIDAD FUNCIONARIOS EDUCACION,6603.29,,0,6603.29,5973.0
,,,,323,22796,,GESTION ESCUELA INFANTIL GLORIA FUERTES,274795.22,,0,274795.22,179796.8
,,,,323,22103,,COMBUSTIBLE CALEFACCION CENTROS EDUCATIVOS,14622.25,,19028,33650.25,15473.72
,,,,323,45390,,SEDE PERMANENTE UNIVERSIDAD DE MURCIA,2000,,-1000,1000,0.0
,,,,323,22798,,GESTION C.A.I. LOS CEREZOS,130041.5,,0,130041.5,87100.98
,,,,323,22706,,ESTUDIOS Y TRABAJOS TECNICOS EDUCACION,0,,0,0,0.0
,,,,325,22799,,MEDIDAS ALTERNATIVAS A EXPULSION DE ALUMNOS PMAE,35631.18,,0,35631.18,16390.32
,,,,326,48008,,AMPA CEIP RICARDO CODORNIU,1,,0,1,0.0
,,,,326,48010,,"CONCURSO INFANTIL DE CUENTOS ""JOSE CALERO""",1500,,-660,840,840.0
,,,,326,48011,,"BECAS ""ERASMUS"" E ""ILA""",7000,,-6999.29,0.71,0.0
,,,,326,48015,,PREMIOS A LA CULTURA DEL ESFUERZO,3000,,0,3000,0.0
,,,,326,48016,,SUBVENCIONES A PROYECTOS EN CENTROS EDUCATIV.,10000,,0,10000,0.0
,,,,326,22793,,ESCUELA CONCILIACION PERIODOS VACACIONALES,10000,,-10000,0,0.0
,,,,326,48009,,SUBVENCIONES A AMPAS,6000,,-6000,0,0.0
,,,,326,62211,,ACONDICIONAMIENTO ESCUELA INFANTIL LOS SECANOS,0,,80000,80000,0.0
,,,,326,62210,,NUEVA PISTA COLEGIO G.D.S.C. PsPs,0,,130000,130000,0.0
,,,,326,22001,,BANCO DE LIBROS,2000,,0,2000,0.0
,,,,326,22300,,TRANSPORTE ACTIV. EXTRAESCOLARES,6000,,-4500,1500,466.0
,,,,326,22601,,ATENC. PROTOCOLARIAS Y OBSEQUIOS EDUCACION,500,,0,500,210.2
,,,,326,22602,,PUBLICACION Y DIFUSION ACTIVIDADES EDUCACION,1500,,0,1500,447.7
,,,,326,22606,,TALLERES EDUCACION SIGLO XXI,700,,0,700,0.0
,,,,326,22699,,"GASTOS DE FUNCIONAMIENTO, EVENTOS Y OTR. EDUCACION",2500,,0,2500,177.95
,,,,326,22794,,TALLERES PREVENC. DROGAS Y EDUCAC. SALUD,9936,,0,9936,21301.0
,,,,326,22796,,PROGR. COORDINACION FAMILIAS NIÑOS CON NEAE,9000,,0,9000,9000.0
,,,,326,22799,,SERVICIO DE PROXIMIDAD MATUTINO,50597.8,,0,50597.8,33266.3
,,,,326,24000,,GASTOS DE EDICION Y DISTRIBUCION,1500,,0,1500,0.0
,,,,326,45000,,CONVENIO ESCUELA OFICIAL DE IDIOMAS,4700,,0,4700,0.0
,,,,326,48001,,ASOCIACION INTERNAC. DE CIUDADES EDUCADORAS,220,,0,220,220.0
,,,,326,48002,,AYUDAS A TRANSPORTE EDUCATIVO (BUS UNIVERSITY),6000,,0,6000,3646.7
,,,,326,48003,,AMPA CEIP GINES DIAZ-SAN CRISTOBAL,1,,0,1,0.0
,,,,326,48004,,AMPA CEIP SIERRA ESPUÑA,1,,0,1,0.0
,,,,326,48005,,AMPA CEIP ANTONIO MACHADO,1,,0,1,0.0
,,,,326,48006,,AMPA CEIP PRINCIPE DE ESPAÑA,1,,0,1,0.0
,,,,326,48007,,AMPA CEIP NUESTRA SRA. DEL ROSARIO,1,,0,1,0.0
,,,,327,22794,,"SERV. DE TRADUCCION, MEDIACION, ASESORAM. INTERCUL",33696.85,,-1000,32696.85,18280.5
,,,,327,22606,,"ESCUELA DE VERANO ""EDUCAVERANO 2019""",39000,,-2597,36403,36402.08
,,,,327,22795,,"ACTIVIDADES DE OCIO Y T. LIBRE ""UN RATITO MAS""",81000,,0,81000,7237.0
,,,,330,12100,,COMPLEM. DESTINO CULTURA,43147.02,,0,43147.02,21775.16
,,,,330,12101,,COMPLEMENTO ESPECIFICO CULTURA,49398.86,,-5000,44398.86,24692.65
,,,,330,13100,,PERSONAL LABORAL TEMPORAL CULTURA,19831.42,,0,19831.42,23045.49
,,,,330,14300,,OTRO PERSONAL FUNCIONARIO INTERINO,35505.4,,0,35505.4,17442.25
,,,,330,15000,,PRODUCTIVIDAD FUNCIONARIOS CULTURA,7930.72,,0,7930.72,6069.54
,,,,330,16000,,SEGURIDAD SOCIAL FUNCIONARIOS  CULTURA,45334.07,,0,45334.07,29439.44
,,,,330,16001,,SEGURIDAD SOCIAL PERS. LABORAL CULTURA,11329.25,,0,11329.25,600.99
,,,,330,20200,,ARRENDAMIENTO CINE VELASCO,34000,,0,34000,24682.65
,,,,330,21200,,MANTENIMIENTO EDIFICIOS CULTURA,0,,0,0,2816.63
,,,,330,22100,,ENERGIA ELECTRICA EDIFICIOS CULTURA,30000,,0,30000,18957.97
,,,,330,22699,,GASTOS FUNCIONAMIENTO CULTURA,1200,,0,1200,347.47
,,,,330,22700,,LIMPIEZA EDIFICIOS CULTURA,85000,,0,85000,41197.08
,,,,330,22701,,VIGILANCIA Y SEGURIDAD EXPOSICIONES CULTURA,500,,0,500,135.0
,,,,330,62500,,EQUIPAMIENTO CULTURA,1000,,3000,4000,1701.34
,,,,330,12004,,RETRIB. BASICAS CULTURA-C2,23291.2,,-7000,16291.2,9647.69
,,,,330,12003,,RETRIB. BASICAS CULTURA-C1,20592.07,,0,20592.07,12108.57
,,,,330,12001,,RETRIB. BASICAS CULTURA-A2,39551.2,,0,39551.2,32684.32
,,,,330,22000,,MATERIAL OFICINA CULTURA,400,,0,400,357.25
,,,,330,22706,,REDACCION PROYECTOS DE CULTURA,0,,0,0,0.0
,,,,330,15100,,GRATIFICACIONES CULTURA,0,,0,0,7535.7
,,,,330,63210,,EQUIPAM. ILUMINACION Y SONORIZACION NUEVA CASA CULTURA,0,,40000,40000,0.0
,,,,3321,48000,,BECAS SALAS DE ESTUDIO,3000,,0,3000,1992.0
,,,,3321,22799,,TALLERES BIBLIOTECA Y ARCHIVO,500,,0,500,0.0
,,,,3321,22699,,GTOS. FUNCIONAMIENTO BIBLIOTECA,1000,,0,1000,0.0
,,,,3321,22609,,ACTIV. FOMENTO DE  LECTURA Y TALLERES PARA NIÑOS,3000,,0,3000,0.0
,,,,3321,22001,,FONDO BIBLIOGRAFICO,4000,,0,4000,6438.99
,,,,3322,63210,,AMPLIACION ARCHIVO MUNICIPAL,0,,49000,49000,0.0
,,,,3322,21600,,"MANTENIM. PROGRAMA ""ARCHIVO 3000""",1300,,0,1300,0.0
,,,,3322,22002,,MATERIAL DIDACTICO ACTIVIDADES ARCHIVO,500,,0,500,1415.57
,,,,333,62210,,ASCENSOR ESCUELA DE ADULTOS EN CASA CULTURA,0,,49000,49000,0.0
,,,,333,22601,,ATENCIONES PROTOCOLARIAS DEL MUSEO ARQUEOLOGICO,900,,0,900,0.0
,,,,333,22606,,ESTUDIOS MUSEO ARQUEOLOGICO,2000,,0,2000,0.0
,,,,333,22609,,ACTIVIDADES MUSEO ARQUEOLOGICO LOS BAÑOS,2000,,0,2000,900.0
,,,,333,22699,,GTOS. DIVERSOS MUSEO ARQUEOLOGICO LOS BAÑOS,1000,,0,1000,528.77
,,,,334,48001,,CONVENIO ARCCHICOFRADIA NUESTRO PADRE JESUS,2500,,0,2500,0.0
,,,,334,48009,,CONVENIO PATRONA VIRGEN DEL ROSARIO,900,,0,900,0.0
,,,,334,48010,,CONV. COFRADIA HERMANDAD DE LA STA. MUJER VERONICA,2500,,0,2500,0.0
,,,,334,48011,,CONV. COFRADIA DE SANTA MARIA MAGDALENA,2500,,0,2500,0.0
,,,,334,48012,,CONV. COFRADIA DE SAN JUAN EVANGELISTA,2500,,0,2500,0.0
,,,,334,48013,,CONV. COFRADIA HMAND. NUESTRA SRA. DE LOS DOLORES,2500,,0,2500,0.0
,,,,334,78000,,CONVENIO BANDA MUSICA- INSTRUMENTOS,0,,0,0,0.0
,,,,334,78001,,CONVENIO AGRUP. CORAL DE ALHAMA-INSTRUMENTOS,0,,0,0,0.0
,,,,334,22400,,SEGUROS EXPOSICIONES CULTURA,600,,0,600,0.0
,,,,334,22601,,GASTOS PROTOCOLO CULTURA,3000,,0,3000,148.5
,,,,334,22608,,TALLERES CULTURA,5000,,0,5000,0.0
,,,,334,22609,,TEATRO,29000,,0,29000,12951.0
,,,,334,22610,,MUSICA,10500,,0,10500,1000.0
,,,,334,22611,,CINE VERANO Y CURSO CINEMATOGRAFICO,900,,0,900,0.0
,,,,334,22612,,"GASTOS EXPOSICIONES, CONCURSOS Y CERTAMENES CULTUR",4000,,0,4000,274.6
,,,,334,22613,,JURADOS CERTAMENES CULTURA,4500,,0,4500,0.0
,,,,334,22799,,RAIDER TECNICO CINE VELASCO Y OTRAS SONORIZACIONES,36940,,0,36940,7252.74
,,,,334,24000,,GASTOS EDICION CULTURA,6000,,0,6000,0.0
,,,,334,24001,,"CARTELERIA, EDICIONESY DISEÑOS EXPOSICIONES Y OTR.",2000,,0,2000,1736.35
,,,,334,48000,,CONVENIO JUNTA DE COFRADIAS,4115,,0,4115,0.0
,,,,334,48002,,CONVENIO ESCUELA DE MÚSICA,96000,,0,96000,96000.0
,,,,334,48003,,CONVENIO BANDA MÚSICA,9000,,0,9000,0.0
,,,,334,48004,,CONVENIO AGRUPACIÓN CORAL DE ALHAMA,2500,,0,2500,0.0
,,,,334,48006,,"PREMIOS CERTAMENES A.M.M, P.R. Y TEATRO AMATEUR",4000,,0,4000,990.0
,,,,334,48007,,CONVENIO GRUPO FOLKLORICO VILLA DE ALHAMA,4000,,0,4000,0.0
,,,,334,48008,,GRUPO FOLKRÓRICO VIRGEN DEL ROSARIO,4000,,0,4000,0.0
,,,,336,13101,,RETRIB. PROFESORES T.E. RECUPERAC. PATRIMONIO,0,,29585.45,29585.45,18532.02
,,,,336,16002,,SEG. SOC. PROFESORES. T.E. RECUPERAC. PATRIMONIO,0,,9467.35,9467.35,0.0
,,,,336,16003,,SEG. SOCIAL ALUMNOS T.E. RECUPERAC. PATRIMONIO,0,,7876.08,7876.08,6414.14
,,,,336,21001,,MAT. T.E. RECUPERAC. PATRIMONIO Y PAISAJE CULTURA,7000,,14630.4,21630.4,5122.19
,,,,336,13104,,RETRIBUC. ALUMNOS T.E. RECUPERAC. PATRIMONIO,0,,61162.68,61162.68,16432.25
,,,,336,61900,,RESTAURACION CASTILLO DE ALHAMA,0,,1516606.24,1516606.24,0.0
,,,,336,16000,,S.S. EXCAVACIONES YACIMIENTOS PALERAS Y FTE. MURTAL,0,,0,0,1859.63
,,,,336,22104,,VESTUARIO PARTICIPANTES T.E. RECUPERACION PATRIMONIO Y PAISAJE,0,,0,0,0.0
,,,,336,16005,,SEG. SOCIAL YACIMIENTO PALERAS Y MURTAL 21-22,0,,0,0,0.0
,,,,336,13102,,RETRIBUC. RESTAURAC. YACIMIENTOS PALERAS Y MURTAL 20/21,0,,25562.42,25562.42,24445.83
,,,,336,13103,,RETRIB. EXCAVACIONES YACIMIENTOS PALERAS Y MURTAL 21-22,0,,0,0,0.0
,,,,336,16004,,S.S. RESTAURACION YACIMIENTOS PALERAS Y MURTAL 20/21,0,,0,0,8982.4
,,,,336,21000,,MAT. RESTAURAC. YACIMIENTOS PALERAS Y MURTAL,0,,0,0,560.16
,,,,336,20400,,ALQUILER VEHICULO RECUPERAC.PATRIMONIO T.E.,0,,0,0,0.0
,,,,336,22400,,SEGURO PARTICIPANTES EN CAMPO DE TRABAJO EL CASTIL,300,,0,300,0.0
,,,,336,22698,,"GASTOS CAMPO TRABAJO ""CERRO DEL CASTILLO""",6000,,0,6000,5500.21
,,,,336,22699,,"EXCAV. ARQUEOL., ESTUDIO Y MTO. YACIMIENTOS",2500,,0,2500,1062.71
,,,,336,62100,,NUEVA SENDA CASTILLO PsPs Nº 3,900,,0,900,0.0
,,,,337,22199,,GTOS. FUNCIONAMIENTO JUVENTUD,400,,0,400,363.0
,,,,337,15100,,GRATIFICACIONES PERSONAL JUVENTUD,0,,0,0,3287.5
,,,,337,21200,,MANTNIMIENTO EDIFICIOS JUVENTUD,0,,0,0,2.57
,,,,337,78000,,SUBVENCION OBRA LOCAL SOCIAL LA COSTERA,0,,0,0,0.0
,,,,337,12003,,RETRIB. BASICAS JUVENTUD-C1,15180.12,,0,15180.12,12186.79
,,,,337,12004,,RETRIB. BASICAS JUVENTUD-C2,10547.36,,0,10547.36,8476.62
,,,,337,12100,,COMPLEMENTO DESTINO JUVENTUD,13868.4,,0,13868.4,9650.4
,,,,337,12101,,COMPLEMENTO ESPECIFICO JUVENTUD,17706.08,,0,17706.08,11371.19
,,,,337,14300,,RETRIBUCIONES FUNC. INTERINO JUVENTUD 1,16375.39,,0,16375.39,15228.83
,,,,337,14301,,RETRIBUCIONES FUNC. INTERINO JUVENTUD 2,16375.39,,0,16375.39,13127.64
,,,,337,15000,,PRODUCTIVIDAD FUNCIONARIOS JUVENTUD,2148.82,,0,2148.82,3318.66
,,,,337,15003,,PRODUCTIVIDAD FUNC. INTERINOS JUVENTUD,1228.15,,0,1228.15,0.0
,,,,337,16000,,SEGURIDAD SOCIAL FUNCIONARIOS JUVENTUD,16050.54,,0,16050.54,13497.86
,,,,337,16003,,SEGUR. SOCIAL FUNC. INTERINO JUVENTUD 1,5109.12,,0,5109.12,5114.11
,,,,337,16004,,SEGUR. SOCIAL FUNC. INTERINO JUVENTUD 2,5109.12,,0,5109.12,4526.35
,,,,337,20200,,ALQUILER ESPACIO JOVEN EN CIRCULO INSTR. DEL OBRER,4200,,1694,5894,3388.0
,,,,337,22000,,MATERIAL DIDACTICO JUVENTUD,1500,,0,1500,167.79
,,,,337,22101,,MATERIALES Y JUEGOS LUDOTECA,500,,0,500,0.0
,,,,337,22300,,TRANSPORTE PARA ACTIVIDADES JUVENILES,1000,,0,1000,917.0
,,,,337,22606,,CURSOS CONCEJALIA JUVENTUD,2000,,0,2000,0.0
,,,,337,22609,,ACTIVIDADES Y PROGRAMAS JUVENILES,18000,,-10000,8000,1387.97
,,,,337,22699,,CONCIERTO PROMOC. GRUPOS MUSIC. PsPs Nº 6,10500,,-10400,100,0.0
,,,,337,22700,,LIMPIEZA EDIFICIOS JUVENTUD,27895.28,,0,27895.28,11007.48
,,,,337,22709,,"CTO. LUDOTECA ""LA COMETA ALEGRE""",10000,,-8500,1500,0.0
,,,,337,22790,,SONORIZ. E ILUMINACIONES ACT. JUVENILES,10178,,-10000,178,0.0
,,,,337,22798,,"MONITOR ESPACIO JOVEN ""LA GUARIDA""",10000,,0,10000,2087.24
,,,,337,22799,,CAMPAMENTOS VERANO,5000,,-5000,0,0.0
,,,,337,62300,,EQUIPAMIENTO PARA ACTIVIDADES DE JUVENTUD,1000,,0,1000,0.0
,,,,338,22698,,OTRAS ACTIVIDADES FESTEJOS,20000,,15209.7,35209.7,35085.62
,,,,338,22699,,TROFEOS Y OBSEQUIOS FESTEJOS,3000,,0,3000,0.0
,,,,338,22701,,SERVICIOS SEGURIDAD EN FESTEJOS,12000,,43900,55900,10248.31
,,,,338,22797,,PIROTECNIA FESTEJOS,2500,,0,2500,0.0
,,,,338,22798,,"INFRAESTR., ESCENARIOS, CARPAS,,,, FESTEJOS",29000,,0,29000,11759.89
,,,,338,22799,,SONORIZACION E ILUMIN. EVENTOS FESTEJOS,43000,,0,43000,9210.52
